758471.000
16777216.000
139 71 0.0 2.0
137 72 0.0 4.0
135 74 0.0 2.0
136 74 0.0 2.0
142 75 0.0 2.0
137 76 0.0 2.0
139 76 0.0 2.0
140 76 0.0 4.0
142 76 0.0 2.0
131 77 0.0 2.0
134 77 0.0 2.0
136 77 0.0 2.0
137 77 0.0 2.0
140 77 0.0 2.0
138 78 0.0 2.0
139 78 0.0 4.0
140 78 0.0 2.0
141 78 0.0 2.0
133 79 0.0 2.0
134 79 0.0 2.0
136 79 0.0 2.0
137 79 0.0 6.0
138 79 0.0 4.0
139 79 0.0 10.0
140 79 0.0 2.0
142 79 0.0 2.0
131 80 0.0 2.0
133 80 0.0 4.0
134 80 0.0 2.0
135 80 0.0 4.0
137 80 0.0 6.0
138 80 0.0 10.0
139 80 0.0 2.0
140 80 0.0 2.0
141 80 0.0 4.0
142 80 0.0 4.0
131 81 0.0 4.0
132 81 0.0 4.0
133 81 0.0 2.0
135 81 0.0 4.0
136 81 0.0 6.0
137 81 0.0 4.0
138 81 0.0 16.0
139 81 0.0 10.0
140 81 0.0 2.0
141 81 0.0 12.0
142 81 0.0 10.0
143 81 0.0 2.0
131 82 0.0 6.0
132 82 0.0 4.0
133 82 0.0 2.0
134 82 0.0 12.0
135 82 0.0 14.0
136 82 0.0 12.0
137 82 0.0 14.0
138 82 0.0 16.0
139 82 0.0 10.0
140 82 0.0 10.0
141 82 0.0 6.0
124 83 0.0 2.0
128 83 0.0 2.0
131 83 0.0 6.0
132 83 0.0 8.0
133 83 0.0 6.0
134 83 0.0 8.0
135 83 0.0 20.0
136 83 0.0 16.0
137 83 0.0 26.0
138 83 0.0 18.0
139 83 0.0 24.0
140 83 0.0 18.0
141 83 0.0 12.0
142 83 0.0 4.0
143 83 0.0 2.0
144 83 0.0 2.0
129 84 0.0 2.0
130 84 0.0 2.0
131 84 0.0 10.0
132 84 0.0 8.0
133 84 0.0 12.0
134 84 0.0 20.0
135 84 0.0 22.0
136 84 0.0 32.0
137 84 0.0 34.0
138 84 0.0 34.0
139 84 0.0 26.0
140 84 0.0 28.0
141 84 0.0 18.0
142 84 0.0 4.0
143 84 0.0 4.0
144 84 0.0 6.0
128 85 0.0 2.0
